"Time [ms]","Size [B]","Used [B]"
"3:33:50.237 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:33:51.237 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:33:52.237 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:33:53.237 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:33:54.238 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:33:55.238 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:33:56.238 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:33:57.239 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:33:58.239 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:33:59.239 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:34:00.239 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:34:01.240 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:34:02.240 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:34:03.240 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:34:04.240 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:34:05.241 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:34:06.241 PM, Sep 25, 2022","964,689,952","566,733,280"
"3:34:07.241 PM, Sep 25, 2022","2,764,046,368","1,741,088,272"
"3:34:08.241 PM, Sep 25, 2022","4,466,933,792","540,006,328"
"3:34:09.241 PM, Sep 25, 2022","4,466,933,792","510,562,688"
"3:34:10.241 PM, Sep 25, 2022","4,466,933,792","1,928,249,496"
"3:34:11.242 PM, Sep 25, 2022","4,466,933,792","1,932,443,800"
"3:34:12.242 PM, Sep 25, 2022","4,466,933,792","1,932,443,800"
"3:34:13.242 PM, Sep 25, 2022","4,466,933,792","1,932,443,800"
"3:34:14.242 PM, Sep 25, 2022","4,466,933,792","1,932,443,800"
"3:34:15.243 PM, Sep 25, 2022","322,961,440","72,022,160"
"3:34:16.243 PM, Sep 25, 2022","322,961,440","72,022,160"
"3:34:17.243 PM, Sep 25, 2022","322,961,440","72,022,160"
"3:34:18.243 PM, Sep 25, 2022","322,961,440","72,022,160"
"3:34:19.244 PM, Sep 25, 2022","322,961,440","72,022,160"
"3:34:20.244 PM, Sep 25, 2022","322,961,440","72,022,160"
"3:34:21.244 PM, Sep 25, 2022","322,961,440","72,022,160"
"3:34:22.245 PM, Sep 25, 2022","322,961,440","72,022,160"
"3:34:23.245 PM, Sep 25, 2022","322,961,440","72,022,160"
"3:34:24.245 PM, Sep 25, 2022","322,961,440","72,022,160"
"3:34:25.246 PM, Sep 25, 2022","322,961,440","72,022,160"
"3:34:26.246 PM, Sep 25, 2022","322,961,440","72,022,160"
"3:34:27.246 PM, Sep 25, 2022","322,961,440","72,022,160"
"3:34:28.247 PM, Sep 25, 2022","322,961,440","72,022,160"
"3:34:29.247 PM, Sep 25, 2022","322,961,440","72,022,160"
"3:34:30.247 PM, Sep 25, 2022","1,279,262,752","322,192,240"
"3:34:31.247 PM, Sep 25, 2022","2,294,284,320","1,152,791,552"
"3:34:32.247 PM, Sep 25, 2022","2,533,359,648","2,205,594,920"
"3:34:33.247 PM, Sep 25, 2022","2,558,525,472","1,282,715,160"
"3:34:34.248 PM, Sep 25, 2022","2,558,525,472","1,928,673,936"
"3:34:35.248 PM, Sep 25, 2022","2,558,525,472","1,932,868,240"
"3:34:36.248 PM, Sep 25, 2022","2,558,525,472","1,932,868,240"
"3:34:37.249 PM, Sep 25, 2022","2,558,525,472","1,932,868,240"
"3:34:38.249 PM, Sep 25, 2022","322,961,440","72,022,296"
"3:34:39.249 PM, Sep 25, 2022","322,961,440","72,022,296"
"3:34:40.249 PM, Sep 25, 2022","322,961,440","72,022,296"
"3:34:41.250 PM, Sep 25, 2022","322,961,440","72,022,296"
"3:34:42.250 PM, Sep 25, 2022","322,961,440","72,022,296"
"3:34:43.250 PM, Sep 25, 2022","322,961,440","72,022,296"
"3:34:44.251 PM, Sep 25, 2022","322,961,440","72,022,296"
"3:34:45.251 PM, Sep 25, 2022","322,961,440","72,022,296"
"3:34:46.251 PM, Sep 25, 2022","322,961,440","72,022,296"
"3:34:47.251 PM, Sep 25, 2022","322,961,440","72,022,296"
"3:34:48.252 PM, Sep 25, 2022","322,961,440","72,022,296"
"3:34:49.252 PM, Sep 25, 2022","322,961,440","72,022,296"
"3:34:50.252 PM, Sep 25, 2022","322,961,440","72,022,296"
"3:34:51.253 PM, Sep 25, 2022","322,961,440","72,022,296"
"3:34:52.253 PM, Sep 25, 2022","322,961,440","72,022,296"
"3:34:53.253 PM, Sep 25, 2022","322,961,440","72,022,296"
"3:34:54.253 PM, Sep 25, 2022","432,013,344","237,682,928"
"3:34:55.254 PM, Sep 25, 2022","2,348,810,272","2,018,205,536"
"3:34:56.254 PM, Sep 25, 2022","2,348,810,272","1,595,182,152"
"3:34:57.254 PM, Sep 25, 2022","2,348,810,272","1,049,800,504"
"3:34:58.254 PM, Sep 25, 2022","2,348,810,272","1,855,061,488"
"3:34:59.254 PM, Sep 25, 2022","2,348,810,272","1,855,061,488"
"3:35:00.255 PM, Sep 25, 2022","2,348,810,272","1,855,061,488"
"3:35:01.255 PM, Sep 25, 2022","310,378,528","72,022,296"
"3:35:02.255 PM, Sep 25, 2022","310,378,528","72,022,296"
"3:35:03.255 PM, Sep 25, 2022","310,378,528","72,022,296"
"3:35:04.256 PM, Sep 25, 2022","310,378,528","72,022,296"
"3:35:05.256 PM, Sep 25, 2022","310,378,528","72,022,296"
"3:35:06.256 PM, Sep 25, 2022","310,378,528","72,022,296"
"3:35:07.256 PM, Sep 25, 2022","310,378,528","72,022,296"
"3:35:08.256 PM, Sep 25, 2022","310,378,528","72,022,296"
"3:35:09.257 PM, Sep 25, 2022","310,378,528","72,022,296"
"3:35:10.257 PM, Sep 25, 2022","310,378,528","72,022,296"
"3:35:11.257 PM, Sep 25, 2022","310,378,528","72,022,296"
"3:35:12.257 PM, Sep 25, 2022","310,378,528","72,022,296"
"3:35:13.258 PM, Sep 25, 2022","310,378,528","72,022,296"
"3:35:14.258 PM, Sep 25, 2022","310,378,528","72,022,296"
"3:35:15.258 PM, Sep 25, 2022","310,378,528","72,022,296"
"3:35:16.259 PM, Sep 25, 2022","310,378,528","72,022,296"
"3:35:17.259 PM, Sep 25, 2022","310,378,528","72,022,296"
"3:35:18.259 PM, Sep 25, 2022","411,041,824","210,075,928"
"3:35:19.259 PM, Sep 25, 2022","1,413,480,480","612,114,168"
"3:35:20.259 PM, Sep 25, 2022","1,413,480,480","498,291,360"
"3:35:21.260 PM, Sep 25, 2022","1,413,480,480","498,291,360"
"3:35:22.260 PM, Sep 25, 2022","1,413,480,480","498,291,360"
"3:35:23.260 PM, Sep 25, 2022","1,413,480,480","498,291,360"
"3:35:24.261 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:35:25.261 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:35:26.261 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:35:27.262 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:35:28.262 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:35:29.262 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:35:30.262 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:35:31.263 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:35:32.263 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:35:33.263 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:35:34.264 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:35:35.264 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:35:36.264 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:35:37.265 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:35:38.265 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:35:39.265 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:35:40.265 PM, Sep 25, 2022","964,689,952","294,896,848"
"3:35:41.265 PM, Sep 25, 2022","964,689,952","427,642,752"
"3:35:42.266 PM, Sep 25, 2022","964,689,952","599,589,632"
"3:35:43.266 PM, Sep 25, 2022","964,689,952","599,589,632"
"3:35:44.267 PM, Sep 25, 2022","964,689,952","599,589,632"
"3:35:45.267 PM, Sep 25, 2022","964,689,952","599,589,632"
"3:35:46.267 PM, Sep 25, 2022","964,689,952","599,589,632"
"3:35:47.267 PM, Sep 25, 2022","964,689,952","599,589,632"
"3:35:48.267 PM, Sep 25, 2022","335,544,352","72,022,296"
"3:35:49.268 PM, Sep 25, 2022","335,544,352","72,022,296"
"3:35:50.268 PM, Sep 25, 2022","335,544,352","72,022,296"
"3:35:51.269 PM, Sep 25, 2022","335,544,352","72,022,296"
"3:35:52.269 PM, Sep 25, 2022","335,544,352","72,022,296"
"3:35:53.269 PM, Sep 25, 2022","335,544,352","72,022,296"
"3:35:54.269 PM, Sep 25, 2022","335,544,352","72,022,296"
"3:35:55.270 PM, Sep 25, 2022","335,544,352","72,022,296"
"3:35:56.270 PM, Sep 25, 2022","335,544,352","72,022,296"
"3:35:57.270 PM, Sep 25, 2022","335,544,352","72,022,296"
"3:35:58.271 PM, Sep 25, 2022","335,544,352","72,022,296"
"3:35:59.271 PM, Sep 25, 2022","335,544,352","72,022,296"
"3:36:00.271 PM, Sep 25, 2022","335,544,352","72,022,296"
"3:36:01.271 PM, Sep 25, 2022","335,544,352","72,022,296"
"3:36:02.271 PM, Sep 25, 2022","838,860,832","360,295,672"
"3:36:03.271 PM, Sep 25, 2022","1,006,632,992","308,788,560"
"3:36:04.272 PM, Sep 25, 2022","1,006,632,992","312,982,864"
"3:36:05.272 PM, Sep 25, 2022","1,006,632,992","312,982,864"
"3:36:06.272 PM, Sep 25, 2022","1,006,632,992","312,982,864"
"3:36:07.273 PM, Sep 25, 2022","1,006,632,992","312,982,864"
"3:36:08.273 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:36:09.273 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:36:10.273 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:36:11.274 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:36:12.274 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:36:13.274 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:36:14.275 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:36:15.275 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:36:16.275 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:36:17.275 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:36:18.276 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:36:19.276 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:36:20.276 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:36:21.277 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:36:22.277 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:36:23.277 PM, Sep 25, 2022","352,321,568","72,022,296"
"3:36:24.277 PM, Sep 25, 2022","352,321,568","193,657,112"
"3:36:25.278 PM, Sep 25, 2022","352,321,568","193,657,112"
"3:36:26.278 PM, Sep 25, 2022","352,321,568","193,657,112"
"3:36:27.278 PM, Sep 25, 2022","352,321,568","193,657,112"
"3:36:28.279 PM, Sep 25, 2022","352,321,568","193,657,112"
"3:36:29.279 PM, Sep 25, 2022","352,321,568","193,657,112"
"3:36:30.279 PM, Sep 25, 2022","335,544,352","72,022,288"
"3:36:31.279 PM, Sep 25, 2022","335,544,352","72,022,288"
"3:36:32.279 PM, Sep 25, 2022","335,544,352","72,022,288"
"3:36:33.280 PM, Sep 25, 2022","335,544,352","72,022,288"
"3:36:34.280 PM, Sep 25, 2022","335,544,352","72,022,288"
"3:36:35.280 PM, Sep 25, 2022","335,544,352","72,022,288"
"3:36:36.281 PM, Sep 25, 2022","335,544,352","72,022,288"
"3:36:37.281 PM, Sep 25, 2022","335,544,352","72,022,288"
"3:36:38.281 PM, Sep 25, 2022","335,544,352","72,022,288"
"3:36:39.282 PM, Sep 25, 2022","335,544,352","72,022,288"
"3:36:40.282 PM, Sep 25, 2022","335,544,352","72,022,288"
"3:36:41.282 PM, Sep 25, 2022","335,544,352","72,022,288"
"3:36:42.283 PM, Sep 25, 2022","335,544,352","72,022,288"
"3:36:43.283 PM, Sep 25, 2022","335,544,352","72,022,288"
"3:36:44.283 PM, Sep 25, 2022","335,544,352","193,657,104"
"3:36:45.283 PM, Sep 25, 2022","335,544,352","193,657,104"
"3:36:46.284 PM, Sep 25, 2022","335,544,352","193,657,104"
"3:36:47.284 PM, Sep 25, 2022","335,544,352","193,657,104"
"3:36:48.284 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:36:49.285 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:36:50.285 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:36:51.285 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:36:52.285 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:36:53.286 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:36:54.286 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:36:55.286 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:36:56.287 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:36:57.287 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:36:58.287 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:36:59.287 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:37:00.288 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:37:01.288 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:37:02.288 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:37:03.289 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:37:04.289 PM, Sep 25, 2022","310,378,528","193,657,104"
"3:37:05.289 PM, Sep 25, 2022","310,378,528","193,657,104"
"3:37:06.289 PM, Sep 25, 2022","310,378,528","193,657,104"
"3:37:07.289 PM, Sep 25, 2022","310,378,528","193,657,104"
"3:37:08.290 PM, Sep 25, 2022","310,378,528","193,657,104"
"3:37:09.290 PM, Sep 25, 2022","310,378,528","72,004,728"
"3:37:10.290 PM, Sep 25, 2022","310,378,528","72,004,728"
"3:37:11.290 PM, Sep 25, 2022","310,378,528","72,004,728"
"3:37:12.291 PM, Sep 25, 2022","310,378,528","72,004,728"
"3:37:13.291 PM, Sep 25, 2022","310,378,528","72,004,728"
"3:37:14.291 PM, Sep 25, 2022","310,378,528","72,004,728"
"3:37:15.291 PM, Sep 25, 2022","310,378,528","72,004,728"
"3:37:16.292 PM, Sep 25, 2022","310,378,528","72,004,728"
"3:37:17.292 PM, Sep 25, 2022","310,378,528","72,004,728"
"3:37:18.292 PM, Sep 25, 2022","310,378,528","72,004,728"
"3:37:19.293 PM, Sep 25, 2022","310,378,528","72,004,728"
"3:37:20.293 PM, Sep 25, 2022","310,378,528","72,004,728"
"3:37:21.293 PM, Sep 25, 2022","310,378,528","72,004,728"
"3:37:22.293 PM, Sep 25, 2022","310,378,528","72,004,728"
"3:37:23.294 PM, Sep 25, 2022","310,378,528","72,004,728"
"3:37:24.294 PM, Sep 25, 2022","310,378,528","134,971,048"
"3:37:25.294 PM, Sep 25, 2022","310,378,528","139,165,352"
"3:37:26.294 PM, Sep 25, 2022","310,378,528","139,165,352"
"3:37:27.294 PM, Sep 25, 2022","310,378,528","139,165,352"
"3:37:28.294 PM, Sep 25, 2022","310,378,528","139,165,352"
"3:37:29.295 PM, Sep 25, 2022","310,378,528","139,165,352"
"3:37:30.295 PM, Sep 25, 2022","310,378,528","139,165,352"
"3:37:31.295 PM, Sep 25, 2022","310,378,528","139,165,352"
"3:37:32.295 PM, Sep 25, 2022","310,378,528","139,165,352"
"3:37:33.296 PM, Sep 25, 2022","310,378,528","72,045,728"
"3:37:34.296 PM, Sep 25, 2022","310,378,528","72,045,728"
"3:37:35.296 PM, Sep 25, 2022","310,378,528","72,045,728"
"3:37:36.297 PM, Sep 25, 2022","310,378,528","72,045,728"
"3:37:37.297 PM, Sep 25, 2022","310,378,528","72,045,728"
"3:37:38.297 PM, Sep 25, 2022","310,378,528","72,045,728"
"3:37:39.298 PM, Sep 25, 2022","310,378,528","72,045,728"
"3:37:40.298 PM, Sep 25, 2022","310,378,528","72,045,728"
"3:37:41.298 PM, Sep 25, 2022","310,378,528","72,045,728"
"3:37:42.298 PM, Sep 25, 2022","310,378,528","72,045,728"
"3:37:43.299 PM, Sep 25, 2022","310,378,528","72,045,728"
"3:37:44.299 PM, Sep 25, 2022","310,378,528","72,045,728"
"3:37:45.299 PM, Sep 25, 2022","310,378,528","72,045,728"
"3:37:46.300 PM, Sep 25, 2022","310,378,528","72,045,728"
"3:37:47.300 PM, Sep 25, 2022","310,378,528","72,045,728"
"3:37:48.300 PM, Sep 25, 2022","310,378,528","139,185,416"
"3:37:49.300 PM, Sep 25, 2022","310,378,528","139,185,416"
"3:37:50.300 PM, Sep 25, 2022","310,378,528","139,185,416"
"3:37:51.300 PM, Sep 25, 2022","310,378,528","139,185,416"
"3:37:52.301 PM, Sep 25, 2022","310,378,528","139,185,416"
"3:37:53.301 PM, Sep 25, 2022","310,378,528","139,185,416"
"3:37:54.301 PM, Sep 25, 2022","310,378,528","139,185,416"
"3:37:55.301 PM, Sep 25, 2022","310,378,528","139,185,416"
"3:37:56.302 PM, Sep 25, 2022","310,378,528","139,185,416"
"3:37:57.302 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:37:58.302 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:37:59.302 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:00.303 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:01.303 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:02.303 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:03.304 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:04.304 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:05.304 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:06.305 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:07.305 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:08.305 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:09.305 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:10.308 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:11.309 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:12.309 PM, Sep 25, 2022","310,378,528","139,151,440"
"3:38:13.309 PM, Sep 25, 2022","310,378,528","139,151,440"
"3:38:14.309 PM, Sep 25, 2022","310,378,528","139,151,440"
"3:38:15.309 PM, Sep 25, 2022","310,378,528","139,151,440"
"3:38:16.309 PM, Sep 25, 2022","310,378,528","139,151,440"
"3:38:17.310 PM, Sep 25, 2022","310,378,528","139,151,440"
"3:38:18.310 PM, Sep 25, 2022","310,378,528","139,151,440"
"3:38:19.310 PM, Sep 25, 2022","310,378,528","139,151,440"
"3:38:20.311 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:21.311 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:22.311 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:23.311 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:24.312 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:25.312 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:26.312 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:27.312 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:28.313 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:29.313 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:30.313 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:31.313 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:32.314 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:33.314 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:34.314 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:35.315 PM, Sep 25, 2022","310,378,528","72,028,168"
"3:38:36.315 PM, Sep 25, 2022","310,378,528","185,274,376"
"3:38:37.315 PM, Sep 25, 2022","310,378,528","193,662,984"
"3:38:38.315 PM, Sep 25, 2022","310,378,528","193,662,984"
"3:38:39.315 PM, Sep 25, 2022","310,378,528","193,662,984"
"3:38:40.316 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:38:41.316 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:38:42.316 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:38:43.317 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:38:44.317 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:38:45.317 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:38:46.318 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:38:47.318 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:38:48.318 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:38:49.319 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:38:50.319 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:38:51.319 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:38:52.320 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:38:53.320 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:38:54.320 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:38:55.321 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:38:56.321 PM, Sep 25, 2022","310,378,528","72,022,288"
"3:38:57.321 PM, Sep 25, 2022","310,378,528","193,657,104"
"3:38:58.322 PM, Sep 25, 2022","310,378,528","193,657,104"
"3:38:59.322 PM, Sep 25, 2022","310,378,528","193,657,104"
"3:39:00.322 PM, Sep 25, 2022","310,378,528","193,657,104"
"3:39:01.322 PM, Sep 25, 2022","310,378,528","193,657,104"
"3:39:02.323 PM, Sep 25, 2022","310,378,528","193,657,104"
"3:39:03.323 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:04.323 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:05.323 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:06.324 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:07.324 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:08.324 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:09.325 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:10.325 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:11.325 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:12.325 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:13.326 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:14.326 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:15.326 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:16.327 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:17.327 PM, Sep 25, 2022","310,378,528","189,462,928"
"3:39:18.327 PM, Sep 25, 2022","310,378,528","193,657,232"
"3:39:19.328 PM, Sep 25, 2022","310,378,528","193,657,232"
"3:39:20.328 PM, Sep 25, 2022","310,378,528","193,657,232"
"3:39:21.328 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:22.329 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:23.329 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:24.329 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:25.330 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:26.330 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:27.330 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:28.331 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:29.331 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:30.331 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:31.331 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:32.332 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:33.332 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:34.332 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:35.332 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:36.333 PM, Sep 25, 2022","310,378,528","72,022,416"
"3:39:37.333 PM, Sep 25, 2022","339,738,656","235,600,272"
"3:39:38.333 PM, Sep 25, 2022","1,296,039,968","679,709,128"
"3:39:39.333 PM, Sep 25, 2022","1,296,039,968","433,605,480"
"3:39:40.334 PM, Sep 25, 2022","1,296,039,968","433,605,480"
"3:39:41.334 PM, Sep 25, 2022","1,296,039,968","433,605,480"
"3:39:42.334 PM, Sep 25, 2022","1,296,039,968","433,605,480"
"3:39:43.334 PM, Sep 25, 2022","322,961,440","72,004,856"
"3:39:44.335 PM, Sep 25, 2022","322,961,440","72,004,856"
"3:39:45.335 PM, Sep 25, 2022","322,961,440","72,004,856"
"3:39:46.335 PM, Sep 25, 2022","322,961,440","72,004,856"
"3:39:47.335 PM, Sep 25, 2022","322,961,440","72,004,856"
"3:39:48.336 PM, Sep 25, 2022","322,961,440","72,004,856"
"3:39:49.336 PM, Sep 25, 2022","322,961,440","72,004,856"
"3:39:50.336 PM, Sep 25, 2022","322,961,440","72,004,856"
"3:39:51.337 PM, Sep 25, 2022","322,961,440","72,004,856"
"3:39:52.337 PM, Sep 25, 2022","322,961,440","72,004,856"
"3:39:53.337 PM, Sep 25, 2022","322,961,440","72,004,856"
"3:39:54.338 PM, Sep 25, 2022","322,961,440","72,004,856"
"3:39:55.338 PM, Sep 25, 2022","322,961,440","72,004,856"
"3:39:56.339 PM, Sep 25, 2022","322,961,440","72,004,856"
"3:39:57.339 PM, Sep 25, 2022","322,961,440","72,004,856"
"3:39:58.339 PM, Sep 25, 2022","322,961,440","72,004,856"
"3:39:59.339 PM, Sep 25, 2022","868,220,960","323,402,888"
"3:40:00.339 PM, Sep 25, 2022","1,929,379,872","762,255,416"
"3:40:01.340 PM, Sep 25, 2022","1,929,379,872","422,507,112"
