"Time [ms]","Size [B]","Used [B]"
"3:27:14.128 PM, Sep 25, 2022","394,264,608","239,786,088"
"3:27:15.128 PM, Sep 25, 2022","394,264,608","239,786,088"
"3:27:16.128 PM, Sep 25, 2022","394,264,608","88,791,144"
"3:27:17.129 PM, Sep 25, 2022","394,264,608","88,791,144"
"3:27:18.129 PM, Sep 25, 2022","394,264,608","88,791,144"
"3:27:19.129 PM, Sep 25, 2022","394,264,608","88,791,144"
"3:27:20.130 PM, Sep 25, 2022","394,264,608","88,791,144"
"3:27:21.130 PM, Sep 25, 2022","394,264,608","88,791,144"
"3:27:22.130 PM, Sep 25, 2022","394,264,608","88,791,144"
"3:27:23.130 PM, Sep 25, 2022","394,264,608","88,791,144"
"3:27:24.131 PM, Sep 25, 2022","394,264,608","88,791,144"
"3:27:25.131 PM, Sep 25, 2022","394,264,608","88,791,144"
"3:27:26.131 PM, Sep 25, 2022","394,264,608","88,791,144"
"3:27:27.132 PM, Sep 25, 2022","394,264,608","88,791,144"
"3:27:28.132 PM, Sep 25, 2022","394,264,608","168,501,496"
"3:27:29.132 PM, Sep 25, 2022","394,264,608","172,695,800"
"3:27:30.132 PM, Sep 25, 2022","394,264,608","172,695,800"
"3:27:31.132 PM, Sep 25, 2022","394,264,608","172,695,800"
"3:27:32.132 PM, Sep 25, 2022","394,264,608","172,695,800"
"3:27:33.132 PM, Sep 25, 2022","394,264,608","172,695,800"
"3:27:34.133 PM, Sep 25, 2022","394,264,608","172,695,800"
"3:27:35.133 PM, Sep 25, 2022","394,264,608","176,890,104"
"3:27:36.134 PM, Sep 25, 2022","394,264,608","176,890,104"
"3:27:37.134 PM, Sep 25, 2022","394,264,608","176,890,104"
"3:27:38.134 PM, Sep 25, 2022","394,264,608","176,890,104"
"3:27:39.134 PM, Sep 25, 2022","394,264,608","176,890,104"
"3:27:40.135 PM, Sep 25, 2022","394,264,608","88,791,368"
"3:27:41.135 PM, Sep 25, 2022","394,264,608","88,791,368"
"3:27:42.135 PM, Sep 25, 2022","394,264,608","88,791,368"
"3:27:43.136 PM, Sep 25, 2022","394,264,608","88,791,368"
"3:27:44.136 PM, Sep 25, 2022","394,264,608","88,791,368"
"3:27:45.136 PM, Sep 25, 2022","394,264,608","88,791,368"
"3:27:46.136 PM, Sep 25, 2022","394,264,608","88,791,368"
"3:27:47.137 PM, Sep 25, 2022","394,264,608","88,791,368"
"3:27:48.137 PM, Sep 25, 2022","394,264,608","88,791,368"
"3:27:49.137 PM, Sep 25, 2022","394,264,608","88,791,368"
"3:27:50.137 PM, Sep 25, 2022","394,264,608","88,791,368"
"3:27:51.138 PM, Sep 25, 2022","394,264,608","88,791,368"
"3:27:52.138 PM, Sep 25, 2022","394,264,608","88,791,368"
"3:27:53.138 PM, Sep 25, 2022","394,264,608","88,791,368"
"3:27:54.138 PM, Sep 25, 2022","394,264,608","172,691,896"
"3:27:55.138 PM, Sep 25, 2022","394,264,608","172,691,896"
"3:27:56.138 PM, Sep 25, 2022","394,264,608","172,691,896"
"3:27:57.138 PM, Sep 25, 2022","394,264,608","172,691,896"
"3:27:58.138 PM, Sep 25, 2022","394,264,608","172,691,896"
"3:27:59.139 PM, Sep 25, 2022","394,264,608","172,691,896"
"3:28:00.139 PM, Sep 25, 2022","394,264,608","172,691,896"
"3:28:01.140 PM, Sep 25, 2022","394,264,608","176,886,200"
"3:28:02.140 PM, Sep 25, 2022","394,264,608","176,886,200"
"3:28:03.140 PM, Sep 25, 2022","394,264,608","176,886,200"
"3:28:04.140 PM, Sep 25, 2022","394,264,608","176,886,200"
"3:28:05.141 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:06.141 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:07.141 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:08.142 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:09.142 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:10.142 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:11.142 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:12.142 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:13.143 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:14.143 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:15.143 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:16.144 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:17.144 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:18.144 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:19.144 PM, Sep 25, 2022","394,264,608","172,691,952"
"3:28:20.144 PM, Sep 25, 2022","394,264,608","172,691,952"
"3:28:21.144 PM, Sep 25, 2022","394,264,608","172,691,952"
"3:28:22.144 PM, Sep 25, 2022","394,264,608","172,691,952"
"3:28:23.145 PM, Sep 25, 2022","394,264,608","172,691,952"
"3:28:24.145 PM, Sep 25, 2022","394,264,608","172,691,952"
"3:28:25.145 PM, Sep 25, 2022","394,264,608","176,886,256"
"3:28:26.146 PM, Sep 25, 2022","394,264,608","176,886,256"
"3:28:27.146 PM, Sep 25, 2022","394,264,608","176,886,256"
"3:28:28.146 PM, Sep 25, 2022","394,264,608","176,886,256"
"3:28:29.147 PM, Sep 25, 2022","394,264,608","176,886,256"
"3:28:30.147 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:31.147 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:32.148 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:33.148 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:34.148 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:35.149 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:36.149 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:37.149 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:38.149 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:39.150 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:40.150 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:41.151 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:42.151 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:43.151 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:44.152 PM, Sep 25, 2022","394,264,608","239,786,368"
"3:28:45.152 PM, Sep 25, 2022","394,264,608","239,786,368"
"3:28:46.152 PM, Sep 25, 2022","394,264,608","239,786,368"
"3:28:47.152 PM, Sep 25, 2022","394,264,608","239,786,368"
"3:28:48.156 PM, Sep 25, 2022","394,264,608","239,786,368"
"3:28:49.156 PM, Sep 25, 2022","394,264,608","239,786,368"
"3:28:50.157 PM, Sep 25, 2022","394,264,608","239,786,368"
"3:28:51.157 PM, Sep 25, 2022","394,264,608","239,786,368"
"3:28:52.157 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:53.157 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:54.158 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:55.158 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:56.158 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:57.159 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:58.159 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:28:59.159 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:29:00.160 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:29:01.160 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:29:02.160 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:29:03.160 PM, Sep 25, 2022","394,264,608","88,791,424"
"3:29:04.160 PM, Sep 25, 2022","394,264,608","239,786,368"
"3:29:05.161 PM, Sep 25, 2022","394,264,608","239,786,368"
"3:29:06.161 PM, Sep 25, 2022","394,264,608","239,786,368"
"3:29:07.161 PM, Sep 25, 2022","394,264,608","239,786,368"
"3:29:08.162 PM, Sep 25, 2022","394,264,608","239,786,368"
"3:29:09.162 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:10.162 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:11.162 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:12.163 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:13.163 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:14.163 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:15.163 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:16.164 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:17.164 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:18.164 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:19.165 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:20.165 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:21.165 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:22.165 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:23.166 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:24.166 PM, Sep 25, 2022","377,487,392","218,814,848"
"3:29:25.166 PM, Sep 25, 2022","377,487,392","239,786,368"
"3:29:26.167 PM, Sep 25, 2022","377,487,392","239,786,368"
"3:29:27.167 PM, Sep 25, 2022","377,487,392","239,786,368"
"3:29:28.167 PM, Sep 25, 2022","377,487,392","239,786,368"
"3:29:29.168 PM, Sep 25, 2022","377,487,392","239,786,368"
"3:29:30.168 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:31.168 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:32.168 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:33.169 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:34.169 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:35.169 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:36.170 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:37.170 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:38.170 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:39.170 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:40.171 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:41.171 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:42.171 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:43.171 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:44.172 PM, Sep 25, 2022","377,487,392","88,791,424"
"3:29:45.172 PM, Sep 25, 2022","1,186,988,064","496,914,448"
"3:29:46.172 PM, Sep 25, 2022","2,373,976,096","533,348,728"
"3:29:47.172 PM, Sep 25, 2022","2,373,976,096","571,105,720"
"3:29:48.173 PM, Sep 25, 2022","2,373,976,096","571,105,720"
"3:29:49.173 PM, Sep 25, 2022","2,373,976,096","571,105,720"
"3:29:50.173 PM, Sep 25, 2022","2,373,976,096","571,105,720"
"3:29:51.173 PM, Sep 25, 2022","2,373,976,096","571,105,720"
"3:29:52.174 PM, Sep 25, 2022","2,373,976,096","571,105,720"
"3:29:53.174 PM, Sep 25, 2022","2,373,976,096","571,105,720"
"3:29:54.174 PM, Sep 25, 2022","2,373,976,096","571,105,720"
"3:29:55.175 PM, Sep 25, 2022","2,373,976,096","571,105,720"
"3:29:56.175 PM, Sep 25, 2022","364,904,480","88,791,560"
"3:29:57.175 PM, Sep 25, 2022","364,904,480","88,791,560"
"3:29:58.175 PM, Sep 25, 2022","364,904,480","88,791,560"
"3:29:59.175 PM, Sep 25, 2022","364,904,480","88,791,560"
"3:30:00.176 PM, Sep 25, 2022","364,904,480","88,791,560"
"3:30:01.176 PM, Sep 25, 2022","364,904,480","88,791,560"
"3:30:02.176 PM, Sep 25, 2022","364,904,480","88,791,560"
"3:30:03.177 PM, Sep 25, 2022","364,904,480","88,791,560"
"3:30:04.177 PM, Sep 25, 2022","364,904,480","88,791,560"
"3:30:05.177 PM, Sep 25, 2022","364,904,480","88,791,560"
"3:30:06.178 PM, Sep 25, 2022","364,904,480","88,791,560"
"3:30:07.178 PM, Sep 25, 2022","402,653,216","305,179,072"
"3:30:08.178 PM, Sep 25, 2022","1,384,120,352","823,482,360"
"3:30:09.178 PM, Sep 25, 2022","1,384,120,352","759,894,344"
"3:30:10.178 PM, Sep 25, 2022","1,384,120,352","759,894,344"
"3:30:11.179 PM, Sep 25, 2022","1,384,120,352","759,894,344"
"3:30:12.179 PM, Sep 25, 2022","1,384,120,352","759,894,344"
"3:30:13.179 PM, Sep 25, 2022","1,384,120,352","759,894,344"
"3:30:14.179 PM, Sep 25, 2022","1,384,120,352","759,894,344"
"3:30:15.180 PM, Sep 25, 2022","1,384,120,352","759,894,344"
"3:30:16.180 PM, Sep 25, 2022","1,384,120,352","759,894,344"
"3:30:17.180 PM, Sep 25, 2022","1,384,120,352","759,894,344"
"3:30:18.181 PM, Sep 25, 2022","1,384,120,352","759,894,344"
"3:30:19.181 PM, Sep 25, 2022","1,384,120,352","759,894,344"
"3:30:20.181 PM, Sep 25, 2022","394,264,608","88,792,768"
"3:30:21.181 PM, Sep 25, 2022","394,264,608","88,792,768"
"3:30:22.182 PM, Sep 25, 2022","394,264,608","88,792,768"
"3:30:23.182 PM, Sep 25, 2022","394,264,608","88,792,768"
"3:30:24.182 PM, Sep 25, 2022","394,264,608","88,792,768"
"3:30:25.183 PM, Sep 25, 2022","394,264,608","88,792,768"
"3:30:26.183 PM, Sep 25, 2022","394,264,608","88,792,768"
"3:30:27.183 PM, Sep 25, 2022","394,264,608","88,792,768"
"3:30:28.183 PM, Sep 25, 2022","394,264,608","88,792,768"
"3:30:29.183 PM, Sep 25, 2022","394,264,608","269,147,840"
"3:30:30.183 PM, Sep 25, 2022","1,543,503,904","574,505,488"
"3:30:31.183 PM, Sep 25, 2022","1,543,503,904","796,575,328"
"3:30:32.184 PM, Sep 25, 2022","1,543,503,904","905,627,232"
"3:30:33.184 PM, Sep 25, 2022","1,543,503,904","905,627,232"
"3:30:34.185 PM, Sep 25, 2022","1,543,503,904","905,627,232"
"3:30:35.185 PM, Sep 25, 2022","1,543,503,904","905,627,232"
"3:30:36.185 PM, Sep 25, 2022","364,904,480","88,792,768"
"3:30:37.185 PM, Sep 25, 2022","364,904,480","88,792,768"
"3:30:38.186 PM, Sep 25, 2022","364,904,480","88,792,768"
"3:30:39.186 PM, Sep 25, 2022","364,904,480","88,792,768"
"3:30:40.186 PM, Sep 25, 2022","364,904,480","88,792,768"
"3:30:41.186 PM, Sep 25, 2022","364,904,480","88,792,768"
"3:30:42.186 PM, Sep 25, 2022","364,904,480","88,792,768"
"3:30:43.187 PM, Sep 25, 2022","364,904,480","88,792,768"
"3:30:44.187 PM, Sep 25, 2022","364,904,480","88,792,768"
"3:30:45.187 PM, Sep 25, 2022","364,904,480","88,792,768"
"3:30:46.187 PM, Sep 25, 2022","364,904,480","88,792,768"
"3:30:47.188 PM, Sep 25, 2022","364,904,480","88,792,768"
"3:30:48.188 PM, Sep 25, 2022","364,904,480","88,792,768"
"3:30:49.188 PM, Sep 25, 2022","364,904,480","88,792,768"
"3:30:50.189 PM, Sep 25, 2022","364,904,480","88,792,768"
"3:30:51.189 PM, Sep 25, 2022","364,904,480","88,792,768"
"3:30:52.189 PM, Sep 25, 2022","2,235,564,064","503,431,136"
"3:30:53.189 PM, Sep 25, 2022","2,235,564,064","578,721,408"
"3:30:54.189 PM, Sep 25, 2022","2,235,564,064","578,721,408"
"3:30:55.190 PM, Sep 25, 2022","2,235,564,064","578,721,408"
"3:30:56.190 PM, Sep 25, 2022","2,235,564,064","578,721,408"
"3:30:57.190 PM, Sep 25, 2022","2,235,564,064","578,721,408"
"3:30:58.190 PM, Sep 25, 2022","2,235,564,064","578,721,408"
"3:30:59.191 PM, Sep 25, 2022","394,264,608","88,792,768"
"3:31:00.191 PM, Sep 25, 2022","394,264,608","88,792,768"
"3:31:01.191 PM, Sep 25, 2022","394,264,608","88,792,768"
"3:31:02.191 PM, Sep 25, 2022","394,264,608","88,792,768"
"3:31:03.192 PM, Sep 25, 2022","394,264,608","88,792,768"
"3:31:04.192 PM, Sep 25, 2022","394,264,608","88,792,768"
"3:31:05.192 PM, Sep 25, 2022","394,264,608","88,792,768"
"3:31:06.193 PM, Sep 25, 2022","394,264,608","88,792,768"
"3:31:07.193 PM, Sep 25, 2022","394,264,608","88,792,768"
"3:31:08.193 PM, Sep 25, 2022","394,264,608","88,792,768"
"3:31:09.194 PM, Sep 25, 2022","394,264,608","88,792,768"
"3:31:10.194 PM, Sep 25, 2022","394,264,608","88,792,768"
"3:31:11.194 PM, Sep 25, 2022","394,264,608","88,792,768"
"3:31:12.194 PM, Sep 25, 2022","394,264,608","88,792,768"
"3:31:13.194 PM, Sep 25, 2022","394,264,608","92,987,072"
"3:31:14.194 PM, Sep 25, 2022","788,529,184","546,167,800"
"3:31:15.195 PM, Sep 25, 2022","1,723,858,976","512,441,576"
"3:31:16.195 PM, Sep 25, 2022","1,723,858,976","512,441,576"
"3:31:17.195 PM, Sep 25, 2022","1,723,858,976","512,441,576"
"3:31:18.196 PM, Sep 25, 2022","1,723,858,976","512,441,576"
"3:31:19.196 PM, Sep 25, 2022","1,723,858,976","512,441,576"
"3:31:20.196 PM, Sep 25, 2022","406,847,520","88,798,904"
"3:31:21.196 PM, Sep 25, 2022","406,847,520","88,798,904"
"3:31:22.197 PM, Sep 25, 2022","406,847,520","88,798,904"
"3:31:23.197 PM, Sep 25, 2022","406,847,520","88,798,904"
"3:31:24.197 PM, Sep 25, 2022","406,847,520","88,798,904"
"3:31:25.198 PM, Sep 25, 2022","406,847,520","88,798,904"
"3:31:26.198 PM, Sep 25, 2022","406,847,520","88,798,904"
"3:31:27.198 PM, Sep 25, 2022","406,847,520","88,798,904"
"3:31:28.199 PM, Sep 25, 2022","406,847,520","88,798,904"
"3:31:29.199 PM, Sep 25, 2022","406,847,520","88,798,904"
"3:31:30.199 PM, Sep 25, 2022","406,847,520","88,798,904"
"3:31:31.200 PM, Sep 25, 2022","406,847,520","88,798,904"
"3:31:32.200 PM, Sep 25, 2022","406,847,520","88,798,904"
"3:31:33.200 PM, Sep 25, 2022","406,847,520","88,798,904"
"3:31:34.201 PM, Sep 25, 2022","406,847,520","88,798,904"
"3:31:35.201 PM, Sep 25, 2022","406,847,520","109,770,424"
"3:31:36.201 PM, Sep 25, 2022","897,581,088","566,946,296"
"3:31:37.201 PM, Sep 25, 2022","1,790,967,840","553,361,800"
"3:31:38.201 PM, Sep 25, 2022","1,790,967,840","553,361,800"
"3:31:39.202 PM, Sep 25, 2022","1,790,967,840","553,361,800"
"3:31:40.202 PM, Sep 25, 2022","1,790,967,840","553,361,800"
"3:31:41.202 PM, Sep 25, 2022","419,430,432","88,798,968"
"3:31:42.203 PM, Sep 25, 2022","419,430,432","88,798,968"
"3:31:43.203 PM, Sep 25, 2022","419,430,432","88,798,968"
"3:31:44.203 PM, Sep 25, 2022","419,430,432","88,798,968"
"3:31:45.203 PM, Sep 25, 2022","419,430,432","88,798,968"
"3:31:46.204 PM, Sep 25, 2022","419,430,432","88,798,968"
"3:31:47.204 PM, Sep 25, 2022","419,430,432","88,798,968"
"3:31:48.204 PM, Sep 25, 2022","419,430,432","88,798,968"
"3:31:49.205 PM, Sep 25, 2022","419,430,432","88,798,968"
"3:31:50.205 PM, Sep 25, 2022","419,430,432","88,798,968"
"3:31:51.205 PM, Sep 25, 2022","419,430,432","88,798,968"
"3:31:52.205 PM, Sep 25, 2022","419,430,432","88,798,968"
"3:31:53.205 PM, Sep 25, 2022","419,430,432","88,798,968"
"3:31:54.206 PM, Sep 25, 2022","419,430,432","88,798,968"
"3:31:55.206 PM, Sep 25, 2022","419,430,432","88,798,968"
"3:31:56.206 PM, Sep 25, 2022","419,430,432","88,798,968"
"3:31:57.206 PM, Sep 25, 2022","419,430,432","176,953,592"
"3:31:58.206 PM, Sep 25, 2022","838,860,832","431,249,440"
"3:31:59.206 PM, Sep 25, 2022","838,860,832","539,706,000"
"3:32:00.207 PM, Sep 25, 2022","838,860,832","455,819,920"
"3:32:01.207 PM, Sep 25, 2022","838,860,832","455,819,920"
"3:32:02.207 PM, Sep 25, 2022","838,860,832","455,819,920"
"3:32:03.208 PM, Sep 25, 2022","352,321,568","72,021,960"
"3:32:04.208 PM, Sep 25, 2022","352,321,568","72,021,960"
"3:32:05.208 PM, Sep 25, 2022","352,321,568","72,021,960"
"3:32:06.209 PM, Sep 25, 2022","352,321,568","72,021,960"
"3:32:07.209 PM, Sep 25, 2022","352,321,568","72,021,960"
"3:32:08.209 PM, Sep 25, 2022","352,321,568","72,021,960"
"3:32:09.209 PM, Sep 25, 2022","352,321,568","72,021,960"
"3:32:10.210 PM, Sep 25, 2022","352,321,568","72,021,960"
"3:32:11.210 PM, Sep 25, 2022","352,321,568","72,021,960"
"3:32:12.210 PM, Sep 25, 2022","352,321,568","72,021,960"
"3:32:13.210 PM, Sep 25, 2022","352,321,568","72,021,960"
"3:32:14.211 PM, Sep 25, 2022","352,321,568","72,021,960"
"3:32:15.211 PM, Sep 25, 2022","352,321,568","72,021,960"
"3:32:16.211 PM, Sep 25, 2022","352,321,568","72,021,960"
"3:32:17.212 PM, Sep 25, 2022","352,321,568","72,021,960"
"3:32:18.212 PM, Sep 25, 2022","352,321,568","72,021,960"
"3:32:19.212 PM, Sep 25, 2022","352,321,568","72,021,960"
"3:32:20.212 PM, Sep 25, 2022","1,438,646,304","339,343,936"
"3:32:21.212 PM, Sep 25, 2022","1,438,646,304","687,920,560"
"3:32:22.213 PM, Sep 25, 2022","1,438,646,304","490,238,080"
"3:32:23.213 PM, Sep 25, 2022","1,438,646,304","490,238,080"
"3:32:24.213 PM, Sep 25, 2022","1,438,646,304","490,238,080"
"3:32:25.213 PM, Sep 25, 2022","1,438,646,304","490,238,080"
"3:32:26.214 PM, Sep 25, 2022","364,904,480","72,004,464"
"3:32:27.214 PM, Sep 25, 2022","364,904,480","72,004,464"
"3:32:28.214 PM, Sep 25, 2022","364,904,480","72,004,464"
"3:32:29.215 PM, Sep 25, 2022","364,904,480","72,004,464"
"3:32:30.215 PM, Sep 25, 2022","364,904,480","72,004,464"
"3:32:31.215 PM, Sep 25, 2022","364,904,480","72,004,464"
"3:32:32.216 PM, Sep 25, 2022","364,904,480","72,004,464"
"3:32:33.216 PM, Sep 25, 2022","364,904,480","72,004,464"
"3:32:34.216 PM, Sep 25, 2022","364,904,480","72,004,464"
"3:32:35.216 PM, Sep 25, 2022","364,904,480","72,004,464"
"3:32:36.217 PM, Sep 25, 2022","364,904,480","72,004,464"
"3:32:37.217 PM, Sep 25, 2022","364,904,480","72,004,464"
"3:32:38.217 PM, Sep 25, 2022","364,904,480","72,004,464"
"3:32:39.218 PM, Sep 25, 2022","364,904,480","72,004,464"
"3:32:40.218 PM, Sep 25, 2022","364,904,480","72,004,464"
"3:32:41.218 PM, Sep 25, 2022","364,904,480","72,004,464"
"3:32:42.218 PM, Sep 25, 2022","864,026,656","229,683,592"
"3:32:43.218 PM, Sep 25, 2022","864,026,656","541,053,800"
"3:32:44.219 PM, Sep 25, 2022","864,026,656","490,394,072"
"3:32:45.219 PM, Sep 25, 2022","864,026,656","490,394,072"
"3:32:46.219 PM, Sep 25, 2022","864,026,656","490,394,072"
"3:32:47.219 PM, Sep 25, 2022","864,026,656","490,394,072"
"3:32:48.220 PM, Sep 25, 2022","864,026,656","490,394,072"
"3:32:49.220 PM, Sep 25, 2022","352,321,568","72,022,096"
"3:32:50.220 PM, Sep 25, 2022","352,321,568","72,022,096"
"3:32:51.220 PM, Sep 25, 2022","352,321,568","72,022,096"
"3:32:52.221 PM, Sep 25, 2022","352,321,568","72,022,096"
"3:32:53.221 PM, Sep 25, 2022","352,321,568","72,022,096"
"3:32:54.221 PM, Sep 25, 2022","352,321,568","72,022,096"
"3:32:55.221 PM, Sep 25, 2022","352,321,568","72,022,096"
"3:32:56.222 PM, Sep 25, 2022","352,321,568","72,022,096"
"3:32:57.222 PM, Sep 25, 2022","352,321,568","72,022,096"
"3:32:58.222 PM, Sep 25, 2022","352,321,568","72,022,096"
"3:32:59.223 PM, Sep 25, 2022","352,321,568","72,022,096"
"3:33:00.223 PM, Sep 25, 2022","352,321,568","72,022,096"
"3:33:01.223 PM, Sep 25, 2022","352,321,568","72,022,096"
"3:33:02.224 PM, Sep 25, 2022","352,321,568","72,022,096"
"3:33:03.224 PM, Sep 25, 2022","352,321,568","72,022,096"
"3:33:04.224 PM, Sep 25, 2022","352,321,568","143,325,264"
"3:33:05.224 PM, Sep 25, 2022","461,373,472","315,291,336"
"3:33:06.225 PM, Sep 25, 2022","461,373,472","315,291,336"
"3:33:07.225 PM, Sep 25, 2022","461,373,472","315,291,336"
"3:33:08.225 PM, Sep 25, 2022","352,321,568","72,022,104"
"3:33:09.225 PM, Sep 25, 2022","352,321,568","72,022,104"
"3:33:10.226 PM, Sep 25, 2022","352,321,568","72,022,104"
"3:33:11.226 PM, Sep 25, 2022","352,321,568","72,022,104"
"3:33:12.226 PM, Sep 25, 2022","352,321,568","72,022,104"
"3:33:13.226 PM, Sep 25, 2022","352,321,568","72,022,104"
"3:33:14.227 PM, Sep 25, 2022","352,321,568","72,022,104"
"3:33:15.227 PM, Sep 25, 2022","352,321,568","72,022,104"
"3:33:16.227 PM, Sep 25, 2022","352,321,568","72,022,104"
"3:33:17.228 PM, Sep 25, 2022","352,321,568","72,022,104"
"3:33:18.228 PM, Sep 25, 2022","352,321,568","72,022,104"
"3:33:19.228 PM, Sep 25, 2022","352,321,568","72,022,104"
"3:33:20.228 PM, Sep 25, 2022","352,321,568","72,022,104"
"3:33:21.229 PM, Sep 25, 2022","352,321,568","72,022,104"
"3:33:22.229 PM, Sep 25, 2022","352,321,568","72,022,104"
"3:33:23.229 PM, Sep 25, 2022","352,321,568","72,022,104"
"3:33:24.230 PM, Sep 25, 2022","352,321,568","72,022,104"
"3:33:25.230 PM, Sep 25, 2022","960,495,648","337,798,504"
"3:33:26.230 PM, Sep 25, 2022","960,495,648","337,798,504"
"3:33:27.230 PM, Sep 25, 2022","960,495,648","337,798,504"
"3:33:28.231 PM, Sep 25, 2022","960,495,648","337,798,504"
"3:33:29.231 PM, Sep 25, 2022","960,495,648","337,798,504"
"3:33:30.231 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:33:31.232 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:33:32.232 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:33:33.232 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:33:34.232 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:33:35.233 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:33:36.233 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:33:37.233 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:33:38.234 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:33:39.234 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:33:40.234 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:33:41.235 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:33:42.235 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:33:43.235 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:33:44.235 PM, Sep 25, 2022","335,544,352","72,022,104"
"3:33:45.235 PM, Sep 25, 2022","335,544,352","158,624,856"
"3:33:46.236 PM, Sep 25, 2022","939,524,128","343,175,120"
"3:33:47.236 PM, Sep 25, 2022","939,524,128","343,175,120"
"3:33:48.236 PM, Sep 25, 2022","939,524,128","343,175,120"
"3:33:49.237 PM, Sep 25, 2022","939,524,128","343,175,120"
